case,year,Fuel,Scenario,TechSensitivity,Total Subsidy
deepdecarbonization_dgsolar_nuclear_doublezcfcost,2030,DG Solar,DD + High Solar + Nuclear,Doubled ZCF Fuel Price,68.76
deepdecarbonization_dgsolar_nuclear_doublezcfcost,2040,DG Solar,DD + High Solar + Nuclear,Doubled ZCF Fuel Price,44.44
deepdecarbonization_dgsolar_nuclear_doublezcfcost,2050,DG Solar,DD + High Solar + Nuclear,Doubled ZCF Fuel Price,38.22
deepdecarbonization_dgsolar_nuclear_highngcost,2030,DG Solar,DD + High Solar + Nuclear,High NatGas Price,68.49
deepdecarbonization_dgsolar_nuclear_highngcost,2040,DG Solar,DD + High Solar + Nuclear,High NatGas Price,44.17
deepdecarbonization_dgsolar_nuclear_highngcost,2050,DG Solar,DD + High Solar + Nuclear,High NatGas Price,37.15
deepdecarbonization_dgsolar_nuclear_highrecost,2030,DG Solar,DD + High Solar + Nuclear,High RE/BESS Cost,93.97
deepdecarbonization_dgsolar_nuclear_highrecost,2040,DG Solar,DD + High Solar + Nuclear,High RE/BESS Cost,75.95
deepdecarbonization_dgsolar_nuclear_highrecost,2050,DG Solar,DD + High Solar + Nuclear,High RE/BESS Cost,56.34
deepdecarbonization_dgsolar_nuclear_instaterps_doublezcfcost,2030,DG Solar,DD + High Solar + Nuclear + 80% Instate,Doubled ZCF Fuel Price,68.76
deepdecarbonization_dgsolar_nuclear_instaterps_doublezcfcost,2040,DG Solar,DD + High Solar + Nuclear + 80% Instate,Doubled ZCF Fuel Price,44.44
deepdecarbonization_dgsolar_nuclear_instaterps_doublezcfcost,2050,DG Solar,DD + High Solar + Nuclear + 80% Instate,Doubled ZCF Fuel Price,38.22
deepdecarbonization_dgsolar_nuclear_instaterps_highngcost,2030,DG Solar,DD + High Solar + Nuclear + 80% Instate,High NatGas Price,68.49
deepdecarbonization_dgsolar_nuclear_instaterps_highngcost,2040,DG Solar,DD + High Solar + Nuclear + 80% Instate,High NatGas Price,44.17
deepdecarbonization_dgsolar_nuclear_instaterps_highngcost,2050,DG Solar,DD + High Solar + Nuclear + 80% Instate,High NatGas Price,37.17
deepdecarbonization_dgsolar_nuclear_instaterps_highrecost,2030,DG Solar,DD + High Solar + Nuclear + 80% Instate,High RE/BESS Cost,93.97
deepdecarbonization_dgsolar_nuclear_instaterps_highrecost,2040,DG Solar,DD + High Solar + Nuclear + 80% Instate,High RE/BESS Cost,75.95
deepdecarbonization_dgsolar_nuclear_instaterps_highrecost,2050,DG Solar,DD + High Solar + Nuclear + 80% Instate,High RE/BESS Cost,57
deepdecarbonization_dgsolar_nuclear_instaterps_lowngcost,2030,DG Solar,DD + High Solar + Nuclear + 80% Instate,Low NatGas Price,68.45
deepdecarbonization_dgsolar_nuclear_instaterps_lowngcost,2040,DG Solar,DD + High Solar + Nuclear + 80% Instate,Low NatGas Price,44.29
deepdecarbonization_dgsolar_nuclear_instaterps_lowngcost,2050,DG Solar,DD + High Solar + Nuclear + 80% Instate,Low NatGas Price,37.98
deepdecarbonization_dgsolar_nuclear_instaterps_lowrecost,2030,DG Solar,DD + High Solar + Nuclear + 80% Instate,Low RE/BESS Cost,62.09
deepdecarbonization_dgsolar_nuclear_instaterps_lowrecost,2040,DG Solar,DD + High Solar + Nuclear + 80% Instate,Low RE/BESS Cost,32.39
deepdecarbonization_dgsolar_nuclear_instaterps_lowrecost,2050,DG Solar,DD + High Solar + Nuclear + 80% Instate,Low RE/BESS Cost,24.43
deepdecarbonization_dgsolar_nuclear_instaterps_mid,2030,DG Solar,DD + High Solar + Nuclear + 80% Instate,Mid,68.76
deepdecarbonization_dgsolar_nuclear_instaterps_mid,2040,DG Solar,DD + High Solar + Nuclear + 80% Instate,Mid,44.29
deepdecarbonization_dgsolar_nuclear_instaterps_mid,2050,DG Solar,DD + High Solar + Nuclear + 80% Instate,Mid,36.92
deepdecarbonization_dgsolar_nuclear_instaterps_noflexibleload,2030,DG Solar,DD + High Solar + Nuclear + 80% Instate,No Flexible Load,69.03
deepdecarbonization_dgsolar_nuclear_instaterps_noflexibleload,2040,DG Solar,DD + High Solar + Nuclear + 80% Instate,No Flexible Load,42.66
deepdecarbonization_dgsolar_nuclear_instaterps_noflexibleload,2050,DG Solar,DD + High Solar + Nuclear + 80% Instate,No Flexible Load,34.82
deepdecarbonization_dgsolar_nuclear_instaterps_nointertrans,2030,DG Solar,DD + High Solar + Nuclear + 80% Instate,No Interregional Transmission Upgrade,68.67
deepdecarbonization_dgsolar_nuclear_instaterps_nointertrans,2040,DG Solar,DD + High Solar + Nuclear + 80% Instate,No Interregional Transmission Upgrade,44.21
deepdecarbonization_dgsolar_nuclear_instaterps_nointertrans,2050,DG Solar,DD + High Solar + Nuclear + 80% Instate,No Interregional Transmission Upgrade,37.29
deepdecarbonization_dgsolar_nuclear_lowngcost,2030,DG Solar,DD + High Solar + Nuclear,Low NatGas Price,68.45
deepdecarbonization_dgsolar_nuclear_lowngcost,2040,DG Solar,DD + High Solar + Nuclear,Low NatGas Price,44.28
deepdecarbonization_dgsolar_nuclear_lowngcost,2050,DG Solar,DD + High Solar + Nuclear,Low NatGas Price,37.92
deepdecarbonization_dgsolar_nuclear_lowrecost,2030,DG Solar,DD + High Solar + Nuclear,Low RE/BESS Cost,62.09
deepdecarbonization_dgsolar_nuclear_lowrecost,2040,DG Solar,DD + High Solar + Nuclear,Low RE/BESS Cost,32.38
deepdecarbonization_dgsolar_nuclear_lowrecost,2050,DG Solar,DD + High Solar + Nuclear,Low RE/BESS Cost,24.43
deepdecarbonization_dgsolar_nuclear_mid,2030,DG Solar,DD + High Solar + Nuclear,Mid,68.76
deepdecarbonization_dgsolar_nuclear_mid,2040,DG Solar,DD + High Solar + Nuclear,Mid,44.29
deepdecarbonization_dgsolar_nuclear_mid,2050,DG Solar,DD + High Solar + Nuclear,Mid,36.92
deepdecarbonization_dgsolar_nuclear_noflexibleload,2030,DG Solar,DD + High Solar + Nuclear,No Flexible Load,69.03
deepdecarbonization_dgsolar_nuclear_noflexibleload,2040,DG Solar,DD + High Solar + Nuclear,No Flexible Load,42.66
deepdecarbonization_dgsolar_nuclear_noflexibleload,2050,DG Solar,DD + High Solar + Nuclear,No Flexible Load,34.82
deepdecarbonization_dgsolar_nuclear_nointertrans,2030,DG Solar,DD + High Solar + Nuclear,No Interregional Transmission Upgrade,68.67
deepdecarbonization_dgsolar_nuclear_nointertrans,2040,DG Solar,DD + High Solar + Nuclear,No Interregional Transmission Upgrade,44.21
deepdecarbonization_dgsolar_nuclear_nointertrans,2050,DG Solar,DD + High Solar + Nuclear,No Interregional Transmission Upgrade,37.29
deepdecarbonization_doublezcfcost,2030,DG Solar,Deep Decarbonization (DD),Doubled ZCF Fuel Price,68.66
deepdecarbonization_doublezcfcost,2040,DG Solar,Deep Decarbonization (DD),Doubled ZCF Fuel Price,
deepdecarbonization_doublezcfcost,2050,DG Solar,Deep Decarbonization (DD),Doubled ZCF Fuel Price,
deepdecarbonization_highngcost,2030,DG Solar,Deep Decarbonization (DD),High NatGas Price,67.92
deepdecarbonization_highngcost,2040,DG Solar,Deep Decarbonization (DD),High NatGas Price,
deepdecarbonization_highngcost,2050,DG Solar,Deep Decarbonization (DD),High NatGas Price,
deepdecarbonization_highrecost,2030,DG Solar,Deep Decarbonization (DD),High RE/BESS Cost,92.93
deepdecarbonization_highrecost,2040,DG Solar,Deep Decarbonization (DD),High RE/BESS Cost,
deepdecarbonization_highrecost,2050,DG Solar,Deep Decarbonization (DD),High RE/BESS Cost,
deepdecarbonization_instaterps_doublezcfcost,2030,DG Solar,DD + 80% Instate,Doubled ZCF Fuel Price,68.66
deepdecarbonization_instaterps_doublezcfcost,2040,DG Solar,DD + 80% Instate,Doubled ZCF Fuel Price,
deepdecarbonization_instaterps_doublezcfcost,2050,DG Solar,DD + 80% Instate,Doubled ZCF Fuel Price,
deepdecarbonization_instaterps_highngcost,2030,DG Solar,DD + 80% Instate,High NatGas Price,67.92
deepdecarbonization_instaterps_highngcost,2040,DG Solar,DD + 80% Instate,High NatGas Price,
deepdecarbonization_instaterps_highngcost,2050,DG Solar,DD + 80% Instate,High NatGas Price,
deepdecarbonization_instaterps_highrecost,2030,DG Solar,DD + 80% Instate,High RE/BESS Cost,92.93
deepdecarbonization_instaterps_highrecost,2040,DG Solar,DD + 80% Instate,High RE/BESS Cost,
deepdecarbonization_instaterps_highrecost,2050,DG Solar,DD + 80% Instate,High RE/BESS Cost,
deepdecarbonization_instaterps_lowngcost,2030,DG Solar,DD + 80% Instate,Low NatGas Price,68.39
deepdecarbonization_instaterps_lowngcost,2040,DG Solar,DD + 80% Instate,Low NatGas Price,
deepdecarbonization_instaterps_lowngcost,2050,DG Solar,DD + 80% Instate,Low NatGas Price,
deepdecarbonization_instaterps_lowrecost,2030,DG Solar,DD + 80% Instate,Low RE/BESS Cost,62.09
deepdecarbonization_instaterps_lowrecost,2040,DG Solar,DD + 80% Instate,Low RE/BESS Cost,
deepdecarbonization_instaterps_lowrecost,2050,DG Solar,DD + 80% Instate,Low RE/BESS Cost,
deepdecarbonization_instaterps_mid,2030,DG Solar,DD + 80% Instate,Mid,68.66
deepdecarbonization_instaterps_mid,2040,DG Solar,DD + 80% Instate,Mid,
deepdecarbonization_instaterps_mid,2050,DG Solar,DD + 80% Instate,Mid,
deepdecarbonization_instaterps_noflexibleload,2030,DG Solar,DD + 80% Instate,No Flexible Load,68.85
deepdecarbonization_instaterps_noflexibleload,2040,DG Solar,DD + 80% Instate,No Flexible Load,
deepdecarbonization_instaterps_noflexibleload,2050,DG Solar,DD + 80% Instate,No Flexible Load,
deepdecarbonization_instaterps_nointertrans,2030,DG Solar,DD + 80% Instate,No Interregional Transmission Upgrade,68.38
deepdecarbonization_instaterps_nointertrans,2040,DG Solar,DD + 80% Instate,No Interregional Transmission Upgrade,
deepdecarbonization_instaterps_nointertrans,2050,DG Solar,DD + 80% Instate,No Interregional Transmission Upgrade,
deepdecarbonization_lowngcost,2030,DG Solar,Deep Decarbonization (DD),Low NatGas Price,68.39
deepdecarbonization_lowngcost,2040,DG Solar,Deep Decarbonization (DD),Low NatGas Price,
deepdecarbonization_lowngcost,2050,DG Solar,Deep Decarbonization (DD),Low NatGas Price,
deepdecarbonization_lowrecost,2030,DG Solar,Deep Decarbonization (DD),Low RE/BESS Cost,62.09
deepdecarbonization_lowrecost,2040,DG Solar,Deep Decarbonization (DD),Low RE/BESS Cost,
deepdecarbonization_lowrecost,2050,DG Solar,Deep Decarbonization (DD),Low RE/BESS Cost,
deepdecarbonization_mid,2030,DG Solar,Deep Decarbonization (DD),Mid,68.66
deepdecarbonization_mid,2040,DG Solar,Deep Decarbonization (DD),Mid,
deepdecarbonization_mid,2050,DG Solar,Deep Decarbonization (DD),Mid,
deepdecarbonization_noflexibleload,2030,DG Solar,Deep Decarbonization (DD),No Flexible Load,68.85
deepdecarbonization_noflexibleload,2040,DG Solar,Deep Decarbonization (DD),No Flexible Load,
deepdecarbonization_noflexibleload,2050,DG Solar,Deep Decarbonization (DD),No Flexible Load,
deepdecarbonization_nointertrans,2030,DG Solar,Deep Decarbonization (DD),No Interregional Transmission Upgrade,68.38
deepdecarbonization_nointertrans,2040,DG Solar,Deep Decarbonization (DD),No Interregional Transmission Upgrade,
deepdecarbonization_nointertrans,2050,DG Solar,Deep Decarbonization (DD),No Interregional Transmission Upgrade,
deepdecarbonization_nuclear_doublezcfcost,2030,DG Solar,DD + Nuclear,Doubled ZCF Fuel Price,68.66
deepdecarbonization_nuclear_doublezcfcost,2040,DG Solar,DD + Nuclear,Doubled ZCF Fuel Price,
deepdecarbonization_nuclear_doublezcfcost,2050,DG Solar,DD + Nuclear,Doubled ZCF Fuel Price,
deepdecarbonization_nuclear_highngcost,2030,DG Solar,DD + Nuclear,High NatGas Price,67.92
deepdecarbonization_nuclear_highngcost,2040,DG Solar,DD + Nuclear,High NatGas Price,
deepdecarbonization_nuclear_highngcost,2050,DG Solar,DD + Nuclear,High NatGas Price,
deepdecarbonization_nuclear_highrecost,2030,DG Solar,DD + Nuclear,High RE/BESS Cost,92.93
deepdecarbonization_nuclear_highrecost,2040,DG Solar,DD + Nuclear,High RE/BESS Cost,
deepdecarbonization_nuclear_highrecost,2050,DG Solar,DD + Nuclear,High RE/BESS Cost,
deepdecarbonization_nuclear_instaterps_doublezcfcost,2030,DG Solar,DD + Nuclear + 80% Instate,Doubled ZCF Fuel Price,68.66
deepdecarbonization_nuclear_instaterps_doublezcfcost,2040,DG Solar,DD + Nuclear + 80% Instate,Doubled ZCF Fuel Price,
deepdecarbonization_nuclear_instaterps_doublezcfcost,2050,DG Solar,DD + Nuclear + 80% Instate,Doubled ZCF Fuel Price,
deepdecarbonization_nuclear_instaterps_highngcost,2030,DG Solar,DD + Nuclear + 80% Instate,High NatGas Price,67.92
deepdecarbonization_nuclear_instaterps_highngcost,2040,DG Solar,DD + Nuclear + 80% Instate,High NatGas Price,
deepdecarbonization_nuclear_instaterps_highngcost,2050,DG Solar,DD + Nuclear + 80% Instate,High NatGas Price,
deepdecarbonization_nuclear_instaterps_highrecost,2030,DG Solar,DD + Nuclear + 80% Instate,High RE/BESS Cost,92.93
deepdecarbonization_nuclear_instaterps_highrecost,2040,DG Solar,DD + Nuclear + 80% Instate,High RE/BESS Cost,
deepdecarbonization_nuclear_instaterps_highrecost,2050,DG Solar,DD + Nuclear + 80% Instate,High RE/BESS Cost,
deepdecarbonization_nuclear_instaterps_lowngcost,2030,DG Solar,DD + Nuclear + 80% Instate,Low NatGas Price,68.39
deepdecarbonization_nuclear_instaterps_lowngcost,2040,DG Solar,DD + Nuclear + 80% Instate,Low NatGas Price,
deepdecarbonization_nuclear_instaterps_lowngcost,2050,DG Solar,DD + Nuclear + 80% Instate,Low NatGas Price,
deepdecarbonization_nuclear_instaterps_lowrecost,2030,DG Solar,DD + Nuclear + 80% Instate,Low RE/BESS Cost,62.09
deepdecarbonization_nuclear_instaterps_lowrecost,2040,DG Solar,DD + Nuclear + 80% Instate,Low RE/BESS Cost,
deepdecarbonization_nuclear_instaterps_lowrecost,2050,DG Solar,DD + Nuclear + 80% Instate,Low RE/BESS Cost,
deepdecarbonization_nuclear_instaterps_mid,2030,DG Solar,DD + Nuclear + 80% Instate,Mid,68.66
deepdecarbonization_nuclear_instaterps_mid,2040,DG Solar,DD + Nuclear + 80% Instate,Mid,
deepdecarbonization_nuclear_instaterps_mid,2050,DG Solar,DD + Nuclear + 80% Instate,Mid,
deepdecarbonization_nuclear_instaterps_noflexibleload,2030,DG Solar,DD + Nuclear + 80% Instate,No Flexible Load,68.85
deepdecarbonization_nuclear_instaterps_noflexibleload,2040,DG Solar,DD + Nuclear + 80% Instate,No Flexible Load,
deepdecarbonization_nuclear_instaterps_noflexibleload,2050,DG Solar,DD + Nuclear + 80% Instate,No Flexible Load,
deepdecarbonization_nuclear_instaterps_nointertrans,2030,DG Solar,DD + Nuclear + 80% Instate,No Interregional Transmission Upgrade,68.38
deepdecarbonization_nuclear_instaterps_nointertrans,2040,DG Solar,DD + Nuclear + 80% Instate,No Interregional Transmission Upgrade,
deepdecarbonization_nuclear_instaterps_nointertrans,2050,DG Solar,DD + Nuclear + 80% Instate,No Interregional Transmission Upgrade,
deepdecarbonization_nuclear_lowngcost,2030,DG Solar,DD + Nuclear,Low NatGas Price,68.39
deepdecarbonization_nuclear_lowngcost,2040,DG Solar,DD + Nuclear,Low NatGas Price,
deepdecarbonization_nuclear_lowngcost,2050,DG Solar,DD + Nuclear,Low NatGas Price,
deepdecarbonization_nuclear_lowrecost,2030,DG Solar,DD + Nuclear,Low RE/BESS Cost,62.09
deepdecarbonization_nuclear_lowrecost,2040,DG Solar,DD + Nuclear,Low RE/BESS Cost,
deepdecarbonization_nuclear_lowrecost,2050,DG Solar,DD + Nuclear,Low RE/BESS Cost,
deepdecarbonization_nuclear_mid,2030,DG Solar,DD + Nuclear,Mid,68.66
deepdecarbonization_nuclear_mid,2040,DG Solar,DD + Nuclear,Mid,
deepdecarbonization_nuclear_mid,2050,DG Solar,DD + Nuclear,Mid,
deepdecarbonization_nuclear_noflexibleload,2030,DG Solar,DD + Nuclear,No Flexible Load,68.85
deepdecarbonization_nuclear_noflexibleload,2040,DG Solar,DD + Nuclear,No Flexible Load,
deepdecarbonization_nuclear_noflexibleload,2050,DG Solar,DD + Nuclear,No Flexible Load,
deepdecarbonization_nuclear_nointertrans,2030,DG Solar,DD + Nuclear,No Interregional Transmission Upgrade,68.38
deepdecarbonization_nuclear_nointertrans,2040,DG Solar,DD + Nuclear,No Interregional Transmission Upgrade,
deepdecarbonization_nuclear_nointertrans,2050,DG Solar,DD + Nuclear,No Interregional Transmission Upgrade,
statedpolicy_dgsolar_doublezcfcost,2030,DG Solar,SP + High Solar,Doubled ZCF Fuel Price,73.53
statedpolicy_dgsolar_doublezcfcost,2040,DG Solar,SP + High Solar,Doubled ZCF Fuel Price,46.77
statedpolicy_dgsolar_doublezcfcost,2050,DG Solar,SP + High Solar,Doubled ZCF Fuel Price,39.34
statedpolicy_dgsolar_highngcost,2030,DG Solar,SP + High Solar,High NatGas Price,70.47
statedpolicy_dgsolar_highngcost,2040,DG Solar,SP + High Solar,High NatGas Price,47.05
statedpolicy_dgsolar_highngcost,2050,DG Solar,SP + High Solar,High NatGas Price,40.47
statedpolicy_dgsolar_highrecost,2030,DG Solar,SP + High Solar,High RE/BESS Cost,102.42
statedpolicy_dgsolar_highrecost,2040,DG Solar,SP + High Solar,High RE/BESS Cost,84.19
statedpolicy_dgsolar_highrecost,2050,DG Solar,SP + High Solar,High RE/BESS Cost,58.7
statedpolicy_dgsolar_instaterps_doublezcfcost,2030,DG Solar,SP + High Solar + 80% Instate,Doubled ZCF Fuel Price,73.53
statedpolicy_dgsolar_instaterps_doublezcfcost,2040,DG Solar,SP + High Solar + 80% Instate,Doubled ZCF Fuel Price,47.26
statedpolicy_dgsolar_instaterps_doublezcfcost,2050,DG Solar,SP + High Solar + 80% Instate,Doubled ZCF Fuel Price,44.62
statedpolicy_dgsolar_instaterps_highngcost,2030,DG Solar,SP + High Solar + 80% Instate,High NatGas Price,70.47
statedpolicy_dgsolar_instaterps_highngcost,2040,DG Solar,SP + High Solar + 80% Instate,High NatGas Price,47.34
statedpolicy_dgsolar_instaterps_highngcost,2050,DG Solar,SP + High Solar + 80% Instate,High NatGas Price,45.09
statedpolicy_dgsolar_instaterps_highrecost,2030,DG Solar,SP + High Solar + 80% Instate,High RE/BESS Cost,102.42
statedpolicy_dgsolar_instaterps_highrecost,2040,DG Solar,SP + High Solar + 80% Instate,High RE/BESS Cost,84.5
statedpolicy_dgsolar_instaterps_highrecost,2050,DG Solar,SP + High Solar + 80% Instate,High RE/BESS Cost,65.74
statedpolicy_dgsolar_instaterps_lowngcost,2030,DG Solar,SP + High Solar + 80% Instate,Low NatGas Price,77.1
statedpolicy_dgsolar_instaterps_lowngcost,2040,DG Solar,SP + High Solar + 80% Instate,Low NatGas Price,51.94
statedpolicy_dgsolar_instaterps_lowngcost,2050,DG Solar,SP + High Solar + 80% Instate,Low NatGas Price,51.57
statedpolicy_dgsolar_instaterps_lowrecost,2030,DG Solar,SP + High Solar + 80% Instate,Low RE/BESS Cost,64.71
statedpolicy_dgsolar_instaterps_lowrecost,2040,DG Solar,SP + High Solar + 80% Instate,Low RE/BESS Cost,36.22
statedpolicy_dgsolar_instaterps_lowrecost,2050,DG Solar,SP + High Solar + 80% Instate,Low RE/BESS Cost,31.77
statedpolicy_dgsolar_instaterps_mid,2030,DG Solar,SP + High Solar + 80% Instate,Mid,73.53
statedpolicy_dgsolar_instaterps_mid,2040,DG Solar,SP + High Solar + 80% Instate,Mid,47.54
statedpolicy_dgsolar_instaterps_mid,2050,DG Solar,SP + High Solar + 80% Instate,Mid,46.52
statedpolicy_dgsolar_instaterps_noflexibleload,2030,DG Solar,SP + High Solar + 80% Instate,No Flexible Load,73.77
statedpolicy_dgsolar_instaterps_noflexibleload,2040,DG Solar,SP + High Solar + 80% Instate,No Flexible Load,48.41
statedpolicy_dgsolar_instaterps_noflexibleload,2050,DG Solar,SP + High Solar + 80% Instate,No Flexible Load,45.28
statedpolicy_dgsolar_instaterps_nointertrans,2030,DG Solar,SP + High Solar + 80% Instate,No Interregional Transmission Upgrade,73.93
statedpolicy_dgsolar_instaterps_nointertrans,2040,DG Solar,SP + High Solar + 80% Instate,No Interregional Transmission Upgrade,46.79
statedpolicy_dgsolar_instaterps_nointertrans,2050,DG Solar,SP + High Solar + 80% Instate,No Interregional Transmission Upgrade,44.6
statedpolicy_dgsolar_lowngcost,2030,DG Solar,SP + High Solar,Low NatGas Price,77.1
statedpolicy_dgsolar_lowngcost,2040,DG Solar,SP + High Solar,Low NatGas Price,50.78
statedpolicy_dgsolar_lowngcost,2050,DG Solar,SP + High Solar,Low NatGas Price,43.92
statedpolicy_dgsolar_lowrecost,2030,DG Solar,SP + High Solar,Low RE/BESS Cost,64.71
statedpolicy_dgsolar_lowrecost,2040,DG Solar,SP + High Solar,Low RE/BESS Cost,35.38
statedpolicy_dgsolar_lowrecost,2050,DG Solar,SP + High Solar,Low RE/BESS Cost,28.6
statedpolicy_dgsolar_mid,2030,DG Solar,SP + High Solar,Mid,73.53
statedpolicy_dgsolar_mid,2040,DG Solar,SP + High Solar,Mid,46.94
statedpolicy_dgsolar_mid,2050,DG Solar,SP + High Solar,Mid,40.82
statedpolicy_dgsolar_noflexibleload,2030,DG Solar,SP + High Solar,No Flexible Load,73.77
statedpolicy_dgsolar_noflexibleload,2040,DG Solar,SP + High Solar,No Flexible Load,47.83
statedpolicy_dgsolar_noflexibleload,2050,DG Solar,SP + High Solar,No Flexible Load,40.77
statedpolicy_dgsolar_nointertrans,2030,DG Solar,SP + High Solar,No Interregional Transmission Upgrade,73.93
statedpolicy_dgsolar_nointertrans,2040,DG Solar,SP + High Solar,No Interregional Transmission Upgrade,46.31
statedpolicy_dgsolar_nointertrans,2050,DG Solar,SP + High Solar,No Interregional Transmission Upgrade,39.47
statedpolicy_dgsolar_nuclear_doublezcfcost,2030,DG Solar,SP + High Solar + Nuclear,Doubled ZCF Fuel Price,73.53
statedpolicy_dgsolar_nuclear_doublezcfcost,2040,DG Solar,SP + High Solar + Nuclear,Doubled ZCF Fuel Price,48.28
statedpolicy_dgsolar_nuclear_doublezcfcost,2050,DG Solar,SP + High Solar + Nuclear,Doubled ZCF Fuel Price,40.83
statedpolicy_dgsolar_nuclear_highngcost,2030,DG Solar,SP + High Solar + Nuclear,High NatGas Price,70.47
statedpolicy_dgsolar_nuclear_highngcost,2040,DG Solar,SP + High Solar + Nuclear,High NatGas Price,48.1
statedpolicy_dgsolar_nuclear_highngcost,2050,DG Solar,SP + High Solar + Nuclear,High NatGas Price,41.85
statedpolicy_dgsolar_nuclear_highrecost,2030,DG Solar,SP + High Solar + Nuclear,High RE/BESS Cost,102.42
statedpolicy_dgsolar_nuclear_highrecost,2040,DG Solar,SP + High Solar + Nuclear,High RE/BESS Cost,85.87
statedpolicy_dgsolar_nuclear_highrecost,2050,DG Solar,SP + High Solar + Nuclear,High RE/BESS Cost,60.01
statedpolicy_dgsolar_nuclear_instaterps_doublezcfcost,2030,DG Solar,SP + High Solar + Nuclear + 80% Instate,Doubled ZCF Fuel Price,73.53
statedpolicy_dgsolar_nuclear_instaterps_doublezcfcost,2040,DG Solar,SP + High Solar + Nuclear + 80% Instate,Doubled ZCF Fuel Price,48.28
statedpolicy_dgsolar_nuclear_instaterps_doublezcfcost,2050,DG Solar,SP + High Solar + Nuclear + 80% Instate,Doubled ZCF Fuel Price,41.43
statedpolicy_dgsolar_nuclear_instaterps_highngcost,2030,DG Solar,SP + High Solar + Nuclear + 80% Instate,High NatGas Price,70.47
statedpolicy_dgsolar_nuclear_instaterps_highngcost,2040,DG Solar,SP + High Solar + Nuclear + 80% Instate,High NatGas Price,48.1
statedpolicy_dgsolar_nuclear_instaterps_highngcost,2050,DG Solar,SP + High Solar + Nuclear + 80% Instate,High NatGas Price,42.18
statedpolicy_dgsolar_nuclear_instaterps_highrecost,2030,DG Solar,SP + High Solar + Nuclear + 80% Instate,High RE/BESS Cost,102.42
statedpolicy_dgsolar_nuclear_instaterps_highrecost,2040,DG Solar,SP + High Solar + Nuclear + 80% Instate,High RE/BESS Cost,85.87
statedpolicy_dgsolar_nuclear_instaterps_highrecost,2050,DG Solar,SP + High Solar + Nuclear + 80% Instate,High RE/BESS Cost,60.82
statedpolicy_dgsolar_nuclear_instaterps_lowngcost,2030,DG Solar,SP + High Solar + Nuclear + 80% Instate,Low NatGas Price,77.1
statedpolicy_dgsolar_nuclear_instaterps_lowngcost,2040,DG Solar,SP + High Solar + Nuclear + 80% Instate,Low NatGas Price,52.38
statedpolicy_dgsolar_nuclear_instaterps_lowngcost,2050,DG Solar,SP + High Solar + Nuclear + 80% Instate,Low NatGas Price,46.13
statedpolicy_dgsolar_nuclear_instaterps_lowrecost,2030,DG Solar,SP + High Solar + Nuclear + 80% Instate,Low RE/BESS Cost,64.71
statedpolicy_dgsolar_nuclear_instaterps_lowrecost,2040,DG Solar,SP + High Solar + Nuclear + 80% Instate,Low RE/BESS Cost,36.23
statedpolicy_dgsolar_nuclear_instaterps_lowrecost,2050,DG Solar,SP + High Solar + Nuclear + 80% Instate,Low RE/BESS Cost,29.47
statedpolicy_dgsolar_nuclear_instaterps_mid,2030,DG Solar,SP + High Solar + Nuclear + 80% Instate,Mid,73.53
statedpolicy_dgsolar_nuclear_instaterps_mid,2040,DG Solar,SP + High Solar + Nuclear + 80% Instate,Mid,48.57
statedpolicy_dgsolar_nuclear_instaterps_mid,2050,DG Solar,SP + High Solar + Nuclear + 80% Instate,Mid,42.78
statedpolicy_dgsolar_nuclear_instaterps_noflexibleload,2030,DG Solar,SP + High Solar + Nuclear + 80% Instate,No Flexible Load,73.77
statedpolicy_dgsolar_nuclear_instaterps_noflexibleload,2040,DG Solar,SP + High Solar + Nuclear + 80% Instate,No Flexible Load,49.08
statedpolicy_dgsolar_nuclear_instaterps_noflexibleload,2050,DG Solar,SP + High Solar + Nuclear + 80% Instate,No Flexible Load,42.57
statedpolicy_dgsolar_nuclear_instaterps_nointertrans,2030,DG Solar,SP + High Solar + Nuclear + 80% Instate,No Interregional Transmission Upgrade,73.93
statedpolicy_dgsolar_nuclear_instaterps_nointertrans,2040,DG Solar,SP + High Solar + Nuclear + 80% Instate,No Interregional Transmission Upgrade,47.13
statedpolicy_dgsolar_nuclear_instaterps_nointertrans,2050,DG Solar,SP + High Solar + Nuclear + 80% Instate,No Interregional Transmission Upgrade,40.31
statedpolicy_dgsolar_nuclear_lowngcost,2030,DG Solar,SP + High Solar + Nuclear,Low NatGas Price,77.1
statedpolicy_dgsolar_nuclear_lowngcost,2040,DG Solar,SP + High Solar + Nuclear,Low NatGas Price,52.38
statedpolicy_dgsolar_nuclear_lowngcost,2050,DG Solar,SP + High Solar + Nuclear,Low NatGas Price,44.94
statedpolicy_dgsolar_nuclear_lowrecost,2030,DG Solar,SP + High Solar + Nuclear,Low RE/BESS Cost,64.71
statedpolicy_dgsolar_nuclear_lowrecost,2040,DG Solar,SP + High Solar + Nuclear,Low RE/BESS Cost,36.23
statedpolicy_dgsolar_nuclear_lowrecost,2050,DG Solar,SP + High Solar + Nuclear,Low RE/BESS Cost,29.07
statedpolicy_dgsolar_nuclear_mid,2030,DG Solar,SP + High Solar + Nuclear,Mid,73.53
statedpolicy_dgsolar_nuclear_mid,2040,DG Solar,SP + High Solar + Nuclear,Mid,48.57
statedpolicy_dgsolar_nuclear_mid,2050,DG Solar,SP + High Solar + Nuclear,Mid,42.12
